entry,at,order
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T04:48:26.078Z,161915330607900
"""Eric @ dei7kEnUlw"" folds",2021-04-23T04:48:23.300Z,161915330330100
"""cw @ CE0qz3cL7r"" folds",2021-04-23T04:48:17.926Z,161915329792700
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T04:48:17.002Z,161915329700300
"""Adi @ YH01OuL_N3"" calls 35",2021-04-23T04:48:12.948Z,161915329294900
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T04:48:06.183Z,161915328618300
"""kmoney @ 207qEauJ4R"" raises to 35",2021-04-23T04:48:02.774Z,161915328278300
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T04:47:59.967Z,161915327996800
"""kz @ 0a6Ik_ZRiT"" calls 10",2021-04-23T04:47:47.394Z,161915326739600
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T04:47:46.046Z,161915326604700
"""nik @ fYiRGQheT5"" folds",2021-04-23T04:47:38.880Z,161915325888100
"""cw @ CE0qz3cL7r"" posts a big blind of 10",2021-04-23T04:47:36.435Z,161915325643712
"""TMILZ$ @ NfALsuXjZ9"" posts a small blind of 5",2021-04-23T04:47:36.435Z,161915325643711
"Your hand is 8♦, 6♥",2021-04-23T04:47:36.435Z,161915325643704
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2294) | #2 ""TMILZ$ @ NfALsuXjZ9"" (308) | #3 ""cw @ CE0qz3cL7r"" (2810) | #4 ""nik @ fYiRGQheT5"" (1452) | #5 ""Eric @ dei7kEnUlw"" (1666) | #7 ""kz @ 0a6Ik_ZRiT"" (834) | #8 ""GGGGunit @ BSJhpWucQ9"" (1014) | #9 ""kmoney @ 207qEauJ4R"" (1116) | #10 ""GQ @ Tj43FUuDGB"" (960)",2021-04-23T04:47:36.435Z,161915325643701
"-- starting hand #36  (No Limit Texas Hold'em) (dealer: ""Adi @ YH01OuL_N3"") --",2021-04-23T04:47:36.435Z,161915325643700
"-- ending hand #35 --",2021-04-23T04:47:27.394Z,161915324739601
"""TMILZ$ @ NfALsuXjZ9"" collected 308 from pot with Pair, A's (combination: A♦, A♣, Q♣, 10♥, 7♣)",2021-04-23T04:47:27.394Z,161915324739600
"River: 3♦, 4♣, 7♣, 10♥ [A♣]",2021-04-23T04:47:23.370Z,161915324337400
"Turn: 3♦, 4♣, 7♣ [10♥]",2021-04-23T04:47:19.322Z,161915323932400
"Flop:  [3♦, 4♣, 7♣]",2021-04-23T04:47:15.287Z,161915323530100
"""Eric @ dei7kEnUlw"" shows a 6♥, 6♦.",2021-04-23T04:47:11.254Z,161915323128402
"""TMILZ$ @ NfALsuXjZ9"" shows a A♦, Q♣.",2021-04-23T04:47:11.254Z,161915323128401
"Uncalled bet of 116 returned to ""Eric @ dei7kEnUlw""",2021-04-23T04:47:11.254Z,161915323128400
"""Adi @ YH01OuL_N3"" folds",2021-04-23T04:47:10.449Z,161915323045000
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T04:47:09.537Z,161915322953700
"""Eric @ dei7kEnUlw"" raises to 240",2021-04-23T04:47:07.755Z,161915322775600
"""TMILZ$ @ NfALsuXjZ9"" raises to 124 and go all in",2021-04-23T04:46:51.780Z,161915321178200
"""Adi @ YH01OuL_N3"" calls 30",2021-04-23T04:46:48.853Z,161915320885400
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T04:46:45.406Z,161915320540700
"""kmoney @ 207qEauJ4R"" raises to 30",2021-04-23T04:46:44.495Z,161915320449600
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T04:46:41.413Z,161915320141400
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T04:46:39.871Z,161915319987200
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T04:46:38.369Z,161915319837000
"""nik @ fYiRGQheT5"" folds",2021-04-23T04:46:37.245Z,161915319724600
"""cw @ CE0qz3cL7r"" folds",2021-04-23T04:46:36.333Z,161915319633300
"""TMILZ$ @ NfALsuXjZ9"" posts a big blind of 10",2021-04-23T04:46:33.742Z,161915319374613
"""Adi @ YH01OuL_N3"" posts a small blind of 5",2021-04-23T04:46:33.742Z,161915319374612
"Your hand is 10♦, 4♥",2021-04-23T04:46:33.742Z,161915319374605
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2324) | #2 ""TMILZ$ @ NfALsuXjZ9"" (124) | #3 ""cw @ CE0qz3cL7r"" (2810) | #4 ""nik @ fYiRGQheT5"" (1452) | #5 ""Eric @ dei7kEnUlw"" (1790) | #7 ""kz @ 0a6Ik_ZRiT"" (834) | #8 ""GGGGunit @ BSJhpWucQ9"" (1014) | #9 ""kmoney @ 207qEauJ4R"" (1146) | #10 ""GQ @ Tj43FUuDGB"" (960)",2021-04-23T04:46:33.742Z,161915319374602
"-- starting hand #35  (No Limit Texas Hold'em) (dealer: ""GQ @ Tj43FUuDGB"") --",2021-04-23T04:46:33.742Z,161915319374601
"The admin updated the player ""kmoney @ 207qEauJ4R"" stack from 222 to 1146.",2021-04-23T04:46:33.742Z,161915319374600
"-- ending hand #34 --",2021-04-23T04:46:24.715Z,161915318471601
"""kmoney @ 207qEauJ4R"" collected 222 from pot with Pair, Q's (combination: Q♣, Q♠, J♦, 9♠, 7♣)",2021-04-23T04:46:24.715Z,161915318471600
"River: 9♠, 3♦, 4♥, Q♠ [7♣]",2021-04-23T04:46:20.672Z,161915318068000
"""kmoney @ 207qEauJ4R"" shows a Q♣, J♦.",2021-04-23T04:46:16.656Z,161915317665801
"""kz @ 0a6Ik_ZRiT"" shows a Q♥, 10♠.",2021-04-23T04:46:16.656Z,161915317665800
"""kz @ 0a6Ik_ZRiT"" calls 46",2021-04-23T04:46:15.848Z,161915317585000
"""Adi @ YH01OuL_N3"" folds",2021-04-23T04:46:14.589Z,161915317459000
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T04:46:13.661Z,161915317366200
"""kmoney @ 207qEauJ4R"" raises to 46 and go all in",2021-04-23T04:46:12.136Z,161915317213600
"""kz @ 0a6Ik_ZRiT"" bets 30",2021-04-23T04:46:09.760Z,161915316976000
"""Adi @ YH01OuL_N3"" checks",2021-04-23T04:46:06.923Z,161915316692400
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T04:46:03.338Z,161915316333900
"Turn: 9♠, 3♦, 4♥ [Q♠]",2021-04-23T04:46:00.439Z,161915316044100
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T04:45:59.633Z,161915315963400
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T04:45:47.622Z,161915314762300
"""Adi @ YH01OuL_N3"" checks",2021-04-23T04:45:44.629Z,161915314463000
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T04:45:42.500Z,161915314250100
"WARNING: the admin queued the stack change for the player ""kmoney @ 207qEauJ4R"" adding 924 chips in the next hand.",2021-04-23T04:45:37.453Z,161915313745400
"Flop:  [9♠, 3♦, 4♥]",2021-04-23T04:45:37.286Z,161915313728700
"""kz @ 0a6Ik_ZRiT"" calls 30",2021-04-23T04:45:36.476Z,161915313647700
"""Eric @ dei7kEnUlw"" folds",2021-04-23T04:45:34.074Z,161915313407500
"""Adi @ YH01OuL_N3"" calls 30",2021-04-23T04:45:25.872Z,161915312587400
"""GQ @ Tj43FUuDGB"" calls 30",2021-04-23T04:45:20.331Z,161915312033200
"""kmoney @ 207qEauJ4R"" raises to 30",2021-04-23T04:45:18.162Z,161915311816300
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T04:45:10.711Z,161915311071200
"""kz @ 0a6Ik_ZRiT"" calls 10",2021-04-23T04:45:09.805Z,161915310980600
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T04:45:08.517Z,161915310851800
"""nik @ fYiRGQheT5"" folds",2021-04-23T04:45:07.624Z,161915310762400
"""cw @ CE0qz3cL7r"" folds",2021-04-23T04:45:06.698Z,161915310669900
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T04:45:01.273Z,161915310127500
"""Adi @ YH01OuL_N3"" posts a big blind of 10",2021-04-23T04:44:56.724Z,161915309672512
"""GQ @ Tj43FUuDGB"" posts a small blind of 5",2021-04-23T04:44:56.724Z,161915309672511
"Your hand is 6♠, 10♣",2021-04-23T04:44:56.724Z,161915309672504
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (2354) | #2 ""TMILZ$ @ NfALsuXjZ9"" (124) | #3 ""cw @ CE0qz3cL7r"" (2810) | #4 ""nik @ fYiRGQheT5"" (1452) | #5 ""Eric @ dei7kEnUlw"" (1800) | #7 ""kz @ 0a6Ik_ZRiT"" (910) | #8 ""GGGGunit @ BSJhpWucQ9"" (1014) | #9 ""kmoney @ 207qEauJ4R"" (76) | #10 ""GQ @ Tj43FUuDGB"" (990)",2021-04-23T04:44:56.724Z,161915309672501
"-- starting hand #34  (No Limit Texas Hold'em) (dealer: ""kmoney @ 207qEauJ4R"") --",2021-04-23T04:44:56.724Z,161915309672500
"-- ending hand #33 --",2021-04-23T04:44:47.674Z,161915308767603
"""kmoney @ 207qEauJ4R"" shows a A♦, 6♥.",2021-04-23T04:44:47.674Z,161915308767602
"""Adi @ YH01OuL_N3"" collected 2354 from pot with Pair, A's (combination: A♥, A♣, Q♦, 9♠, 7♥)",2021-04-23T04:44:47.674Z,161915308767601
"""Adi @ YH01OuL_N3"" shows a 9♠, A♥.",2021-04-23T04:44:47.674Z,161915308767600
"""Adi @ YH01OuL_N3"" calls 857 and go all in",2021-04-23T04:44:46.862Z,161915308686300
"""kmoney @ 207qEauJ4R"" bets 857 and go all in",2021-04-23T04:44:20.213Z,161915306021400
"River: Q♦, 7♥, A♣, 5♣ [4♥]",2021-04-23T04:44:10.796Z,161915305080400
"""kmoney @ 207qEauJ4R"" calls 220",2021-04-23T04:44:09.987Z,161915304999000
"""Adi @ YH01OuL_N3"" raises to 220",2021-04-23T04:43:40.996Z,161915302099800
"""kmoney @ 207qEauJ4R"" bets 100",2021-04-23T04:43:18.725Z,161915299872600
"Turn: Q♦, 7♥, A♣ [5♣]",2021-04-23T04:43:14.204Z,161915299420600
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T04:43:13.396Z,161915299339700
"""kmoney @ 207qEauJ4R"" calls 80",2021-04-23T04:43:10.017Z,161915299001800
"""Eric @ dei7kEnUlw"" folds",2021-04-23T04:42:56.095Z,161915297609600
"""Adi @ YH01OuL_N3"" bets 80",2021-04-23T04:42:51.471Z,161915297147200
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T04:42:45.014Z,161915296501800
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T04:42:42.503Z,161915296250400
"Flop:  [Q♦, 7♥, A♣]",2021-04-23T04:42:37.800Z,161915295780100
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T04:42:36.994Z,161915295699400
"""kmoney @ 207qEauJ4R"" calls 10",2021-04-23T04:42:35.129Z,161915295513100
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T04:42:29.232Z,161915294923200
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T04:42:24.820Z,161915294482100
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T04:42:23.757Z,161915294375800
"""nik @ fYiRGQheT5"" folds",2021-04-23T04:42:22.862Z,161915294286200
"""cw @ CE0qz3cL7r"" folds",2021-04-23T04:42:21.957Z,161915294195800
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T04:42:16.911Z,161915293691300
"""Adi @ YH01OuL_N3"" calls 10",2021-04-23T04:42:16.033Z,161915293603400
"""GQ @ Tj43FUuDGB"" posts a big blind of 10",2021-04-23T04:42:06.311Z,161915292631212
"""kmoney @ 207qEauJ4R"" posts a small blind of 5",2021-04-23T04:42:06.311Z,161915292631211
"Your hand is K♠, 7♠",2021-04-23T04:42:06.311Z,161915292631204
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1167) | #2 ""TMILZ$ @ NfALsuXjZ9"" (124) | #3 ""cw @ CE0qz3cL7r"" (2810) | #4 ""nik @ fYiRGQheT5"" (1452) | #5 ""Eric @ dei7kEnUlw"" (1810) | #7 ""kz @ 0a6Ik_ZRiT"" (910) | #8 ""GGGGunit @ BSJhpWucQ9"" (1014) | #9 ""kmoney @ 207qEauJ4R"" (1243) | #10 ""GQ @ Tj43FUuDGB"" (1000)",2021-04-23T04:42:06.311Z,161915292631201
"-- starting hand #33  (No Limit Texas Hold'em) (dealer: ""GGGGunit @ BSJhpWucQ9"") --",2021-04-23T04:42:06.311Z,161915292631200
"""Eric @ dei7kEnUlw"" shows a J♠, 9♥.",2021-04-23T04:41:58.485Z,161915291848500
"-- ending hand #32 --",2021-04-23T04:41:57.203Z,161915291720703
"""kmoney @ 207qEauJ4R"" shows a 8♠, 10♦.",2021-04-23T04:41:57.203Z,161915291720702
"""nik @ fYiRGQheT5"" collected 659 from pot with Two Pair, K's & Q's (combination: K♦, K♥, Q♠, Q♣, 10♣)",2021-04-23T04:41:57.203Z,161915291720701
"""nik @ fYiRGQheT5"" shows a Q♠, K♦.",2021-04-23T04:41:57.203Z,161915291720700
"""nik @ fYiRGQheT5"" calls 200",2021-04-23T04:41:56.396Z,161915291639700
"""kmoney @ 207qEauJ4R"" bets 200",2021-04-23T04:41:53.701Z,161915291370200
"River: 5♣, 10♣, Q♣, 4♥ [K♥]",2021-04-23T04:41:46.459Z,161915290646900
"""kmoney @ 207qEauJ4R"" calls 80",2021-04-23T04:41:45.641Z,161915290564200
"""nik @ fYiRGQheT5"" bets 80",2021-04-23T04:41:43.809Z,161915290381000
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T04:41:39.716Z,161915289971700
"Turn: 5♣, 10♣, Q♣ [4♥]",2021-04-23T04:41:37.137Z,161915289714300
"""kmoney @ 207qEauJ4R"" calls 17",2021-04-23T04:41:36.330Z,161915289633100
"""nik @ fYiRGQheT5"" bets 17",2021-04-23T04:41:34.277Z,161915289427700
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T04:41:29.646Z,161915288964700
"Flop:  [5♣, 10♣, Q♣]",2021-04-23T04:41:27.003Z,161915288700500
"""kmoney @ 207qEauJ4R"" calls 30",2021-04-23T04:41:26.193Z,161915288619400
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T04:41:24.100Z,161915288410200
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T04:41:19.558Z,161915287955900
"""Eric @ dei7kEnUlw"" folds",2021-04-23T04:41:17.979Z,161915287798000
"""nik @ fYiRGQheT5"" raises to 30",2021-04-23T04:41:12.007Z,161915287200700
"""cw @ CE0qz3cL7r"" folds",2021-04-23T04:41:09.304Z,161915286930500
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T04:41:08.375Z,161915286839000
"""Adi @ YH01OuL_N3"" folds",2021-04-23T04:41:07.501Z,161915286750200
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T04:41:06.599Z,161915286660000
"""kmoney @ 207qEauJ4R"" posts a big blind of 10",2021-04-23T04:41:02.783Z,161915286278412
"""GGGGunit @ BSJhpWucQ9"" posts a small blind of 5",2021-04-23T04:41:02.783Z,161915286278411
"Your hand is 7♣, 10♥",2021-04-23T04:41:02.783Z,161915286278404
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1167) | #2 ""TMILZ$ @ NfALsuXjZ9"" (124) | #3 ""cw @ CE0qz3cL7r"" (2810) | #4 ""nik @ fYiRGQheT5"" (1120) | #5 ""Eric @ dei7kEnUlw"" (1810) | #7 ""kz @ 0a6Ik_ZRiT"" (910) | #8 ""GGGGunit @ BSJhpWucQ9"" (1019) | #9 ""kmoney @ 207qEauJ4R"" (1570) | #10 ""GQ @ Tj43FUuDGB"" (1000)",2021-04-23T04:41:02.783Z,161915286278401
"-- starting hand #32  (No Limit Texas Hold'em) (dealer: ""kz @ 0a6Ik_ZRiT"") --",2021-04-23T04:41:02.783Z,161915286278400
"""GGGGunit @ BSJhpWucQ9"" shows a K♥, K♣.",2021-04-23T04:40:59.664Z,161915285966500
"""Eric @ dei7kEnUlw"" shows a 7♥, 2♠.",2021-04-23T04:40:59.056Z,161915285905700
"-- ending hand #31 --",2021-04-23T04:40:58.470Z,161915285847102
"""GGGGunit @ BSJhpWucQ9"" collected 480 from pot",2021-04-23T04:40:58.470Z,161915285847101
"Uncalled bet of 400 returned to ""GGGGunit @ BSJhpWucQ9""",2021-04-23T04:40:58.470Z,161915285847100
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T04:40:57.661Z,161915285766100
"""GGGGunit @ BSJhpWucQ9"" bets 400",2021-04-23T04:40:52.652Z,161915285265700
"Flop:  [2♣, 2♦, 7♠]",2021-04-23T04:40:43.397Z,161915284339800
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T04:40:42.582Z,161915284258300
"""cw @ CE0qz3cL7r"" folds",2021-04-23T04:40:41.676Z,161915284167700
"""kmoney @ 207qEauJ4R"" calls 200",2021-04-23T04:40:36.770Z,161915283677100
"""GGGGunit @ BSJhpWucQ9"" raises to 200",2021-04-23T04:40:26.246Z,161915282624700
"""kz @ 0a6Ik_ZRiT"" calls 40",2021-04-23T04:40:21.053Z,161915282105400
"""Eric @ dei7kEnUlw"" folds",2021-04-23T04:40:19.418Z,161915281941900
"""nik @ fYiRGQheT5"" folds",2021-04-23T04:40:18.520Z,161915281852100
"""cw @ CE0qz3cL7r"" calls 40",2021-04-23T04:40:17.256Z,161915281725700
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T04:40:13.583Z,161915281358400
"""Adi @ YH01OuL_N3"" folds",2021-04-23T04:40:09.670Z,161915280967000
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T04:40:05.672Z,161915280567300
"""kmoney @ 207qEauJ4R"" raises to 40",2021-04-23T04:40:02.951Z,161915280295200
"""GGGGunit @ BSJhpWucQ9"" posts a big blind of 10",2021-04-23T04:39:58.875Z,161915279887712
"""kz @ 0a6Ik_ZRiT"" posts a small blind of 5",2021-04-23T04:39:58.875Z,161915279887711
"Your hand is A♠, 5♠",2021-04-23T04:39:58.875Z,161915279887704
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1167) | #2 ""TMILZ$ @ NfALsuXjZ9"" (124) | #3 ""cw @ CE0qz3cL7r"" (2850) | #4 ""nik @ fYiRGQheT5"" (1120) | #5 ""Eric @ dei7kEnUlw"" (1810) | #7 ""kz @ 0a6Ik_ZRiT"" (950) | #8 ""GGGGunit @ BSJhpWucQ9"" (739) | #9 ""kmoney @ 207qEauJ4R"" (1770) | #10 ""GQ @ Tj43FUuDGB"" (1000)",2021-04-23T04:39:58.875Z,161915279887701
"-- starting hand #31  (No Limit Texas Hold'em) (dealer: ""Eric @ dei7kEnUlw"") --",2021-04-23T04:39:58.875Z,161915279887700
"""Eric @ dei7kEnUlw"" shows a J♦, 10♦.",2021-04-23T04:39:51.367Z,161915279136700
"""nik @ fYiRGQheT5"" shows a 10♠, 6♠.",2021-04-23T04:39:49.911Z,161915278991200
"-- ending hand #30 --",2021-04-23T04:39:49.634Z,161915278963501
"""Adi @ YH01OuL_N3"" collected 1167 from pot with Pair, A's (combination: A♥, A♦, Q♣, 9♥, 8♠)",2021-04-23T04:39:49.634Z,161915278963500
"River: 8♠, 9♥, 7♦, 6♥ [Q♣]",2021-04-23T04:39:45.611Z,161915278561500
"Turn: 8♠, 9♥, 7♦ [6♥]",2021-04-23T04:39:41.581Z,161915278158400
"Flop:  [8♠, 9♥, 7♦]",2021-04-23T04:39:37.530Z,161915277755300
"""TMILZ$ @ NfALsuXjZ9"" shows a Q♦, A♣.",2021-04-23T04:39:33.518Z,161915277353102
"""Adi @ YH01OuL_N3"" shows a A♥, A♦.",2021-04-23T04:39:33.518Z,161915277353101
"Uncalled bet of 124 returned to ""TMILZ$ @ NfALsuXjZ9""",2021-04-23T04:39:33.518Z,161915277353100
"""Adi @ YH01OuL_N3"" calls 556 and go all in",2021-04-23T04:39:32.712Z,161915277271200
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T04:39:31.531Z,161915277153200
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T04:39:30.594Z,161915277059600
"""Eric @ dei7kEnUlw"" folds",2021-04-23T04:39:29.481Z,161915276948200
"""nik @ fYiRGQheT5"" folds",2021-04-23T04:39:28.586Z,161915276858700
"""cw @ CE0qz3cL7r"" folds",2021-04-23T04:39:27.659Z,161915276765900
"""TMILZ$ @ NfALsuXjZ9"" raises to 680 and go all in",2021-04-23T04:39:26.744Z,161915276674500
"""Adi @ YH01OuL_N3"" raises to 90",2021-04-23T04:39:23.558Z,161915276355900
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T04:39:11.847Z,161915275184800
"""kmoney @ 207qEauJ4R"" raises to 40",2021-04-23T04:39:10.466Z,161915275046700
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T04:39:06.224Z,161915274622400
"""kz @ 0a6Ik_ZRiT"" posts a big blind of 10",2021-04-23T04:39:03.693Z,161915274369412
"""Eric @ dei7kEnUlw"" posts a small blind of 5",2021-04-23T04:39:03.693Z,161915274369411
"Your hand is 3♠, 3♦",2021-04-23T04:39:03.693Z,161915274369404
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (556) | #2 ""TMILZ$ @ NfALsuXjZ9"" (680) | #3 ""cw @ CE0qz3cL7r"" (2850) | #4 ""nik @ fYiRGQheT5"" (1120) | #5 ""Eric @ dei7kEnUlw"" (1815) | #7 ""kz @ 0a6Ik_ZRiT"" (960) | #8 ""GGGGunit @ BSJhpWucQ9"" (739) | #9 ""kmoney @ 207qEauJ4R"" (1810) | #10 ""GQ @ Tj43FUuDGB"" (1000)",2021-04-23T04:39:03.693Z,161915274369401
"-- starting hand #30  (No Limit Texas Hold'em) (dealer: ""nik @ fYiRGQheT5"") --",2021-04-23T04:39:03.693Z,161915274369400
"-- ending hand #29 --",2021-04-23T04:38:54.670Z,161915273467203
"""Adi @ YH01OuL_N3"" shows a A♦, J♥.",2021-04-23T04:38:54.670Z,161915273467202
"""kmoney @ 207qEauJ4R"" collected 935 from pot with Two Pair, J's & 10's (combination: J♠, J♦, 10♦, 10♠, 5♥)",2021-04-23T04:38:54.670Z,161915273467201
"""kmoney @ 207qEauJ4R"" shows a 10♦, J♠.",2021-04-23T04:38:54.670Z,161915273467200
"""kmoney @ 207qEauJ4R"" calls 190",2021-04-23T04:38:53.861Z,161915273386300
"""Adi @ YH01OuL_N3"" bets 190",2021-04-23T04:38:23.031Z,161915270303100
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T04:37:59.067Z,161915267906800
"River: 2♠, 10♠, 4♠, J♦ [5♥]",2021-04-23T04:37:55.561Z,161915267556700
"""kmoney @ 207qEauJ4R"" calls 120",2021-04-23T04:37:54.491Z,161915267449200
"""Adi @ YH01OuL_N3"" bets 120",2021-04-23T04:37:52.595Z,161915267259500
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T04:37:42.656Z,161915266265700
"Turn: 2♠, 10♠, 4♠ [J♦]",2021-04-23T04:37:39.569Z,161915265957100
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T04:37:38.758Z,161915265875900
"""Adi @ YH01OuL_N3"" calls 90",2021-04-23T04:37:37.220Z,161915265722100
"""kmoney @ 207qEauJ4R"" bets 90",2021-04-23T04:37:36.287Z,161915265628900
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T04:37:32.991Z,161915265299200
"Flop:  [2♠, 10♠, 4♠]",2021-04-23T04:37:30.216Z,161915265021700
"""kz @ 0a6Ik_ZRiT"" calls 40",2021-04-23T04:37:29.406Z,161915264940700
"""Eric @ dei7kEnUlw"" folds",2021-04-23T04:37:28.027Z,161915264802800
"""nik @ fYiRGQheT5"" folds",2021-04-23T04:37:19.709Z,161915263970900
"""cw @ CE0qz3cL7r"" folds",2021-04-23T04:37:18.608Z,161915263860800
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T04:37:12.835Z,161915263283500
"""Adi @ YH01OuL_N3"" calls 40",2021-04-23T04:37:11.971Z,161915263197200
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T04:37:05.196Z,161915262519700
"""kmoney @ 207qEauJ4R"" raises to 40",2021-04-23T04:37:03.817Z,161915262381900
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T04:37:00.739Z,161915262074000
"""kz @ 0a6Ik_ZRiT"" calls 10",2021-04-23T04:36:59.200Z,161915261920200
"""Eric @ dei7kEnUlw"" posts a big blind of 10",2021-04-23T04:36:57.167Z,161915261716812
"""nik @ fYiRGQheT5"" posts a small blind of 5",2021-04-23T04:36:57.167Z,161915261716811
"Your hand is 7♦, K♣",2021-04-23T04:36:57.167Z,161915261716804
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (996) | #2 ""TMILZ$ @ NfALsuXjZ9"" (680) | #3 ""cw @ CE0qz3cL7r"" (2850) | #4 ""nik @ fYiRGQheT5"" (1125) | #5 ""Eric @ dei7kEnUlw"" (1825) | #7 ""kz @ 0a6Ik_ZRiT"" (1000) | #8 ""GGGGunit @ BSJhpWucQ9"" (739) | #9 ""kmoney @ 207qEauJ4R"" (1315) | #10 ""GQ @ Tj43FUuDGB"" (1000)",2021-04-23T04:36:57.167Z,161915261716801
"-- starting hand #29  (No Limit Texas Hold'em) (dealer: ""cw @ CE0qz3cL7r"") --",2021-04-23T04:36:57.167Z,161915261716800
"""kz @ 0a6Ik_ZRiT"" shows a 4♥, 2♥.",2021-04-23T04:36:56.061Z,161915261606200
"""nik @ fYiRGQheT5"" shows a 4♦, 2♦.",2021-04-23T04:36:53.554Z,161915261355500
"-- ending hand #28 --",2021-04-23T04:36:52.822Z,161915261282302
"""kmoney @ 207qEauJ4R"" collected 25 from pot",2021-04-23T04:36:52.822Z,161915261282301
"Uncalled bet of 25 returned to ""kmoney @ 207qEauJ4R""",2021-04-23T04:36:52.822Z,161915261282300
"""nik @ fYiRGQheT5"" folds",2021-04-23T04:36:52.016Z,161915261201700
"""cw @ CE0qz3cL7r"" folds",2021-04-23T04:36:46.993Z,161915260699300
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T04:36:38.127Z,161915259812800
"""Adi @ YH01OuL_N3"" folds",2021-04-23T04:36:34.407Z,161915259440800
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T04:36:33.480Z,161915259348100
"""kmoney @ 207qEauJ4R"" raises to 35",2021-04-23T04:36:32.507Z,161915259250800
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T04:36:23.586Z,161915258358700
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T04:36:21.764Z,161915258176500
"""Eric @ dei7kEnUlw"" folds",2021-04-23T04:36:20.197Z,161915258019800
"""nik @ fYiRGQheT5"" posts a big blind of 10",2021-04-23T04:36:18.151Z,161915257815813
"""cw @ CE0qz3cL7r"" posts a small blind of 5",2021-04-23T04:36:18.151Z,161915257815812
"Your hand is 8♦, K♠",2021-04-23T04:36:18.151Z,161915257815805
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (996) | #2 ""TMILZ$ @ NfALsuXjZ9"" (680) | #3 ""cw @ CE0qz3cL7r"" (2855) | #4 ""nik @ fYiRGQheT5"" (1135) | #5 ""Eric @ dei7kEnUlw"" (1825) | #7 ""kz @ 0a6Ik_ZRiT"" (1000) | #8 ""GGGGunit @ BSJhpWucQ9"" (739) | #9 ""kmoney @ 207qEauJ4R"" (1300) | #10 ""GQ @ Tj43FUuDGB"" (1000)",2021-04-23T04:36:18.151Z,161915257815802
"-- starting hand #28  (No Limit Texas Hold'em) (dealer: ""TMILZ$ @ NfALsuXjZ9"") --",2021-04-23T04:36:18.151Z,161915257815801
