entry,at,order
"""GGGGunit @ BSJhpWucQ9"" raises to 100",2021-04-23T07:50:31.846Z,161916423184700
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:50:27.125Z,161916422712600
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T07:50:26.174Z,161916422617500
"""nik @ fYiRGQheT5"" posts a big blind of 10",2021-04-23T07:50:24.581Z,161916422458309
"""cw @ CE0qz3cL7r"" posts a small blind of 5",2021-04-23T07:50:24.581Z,161916422458308
"Your hand is 5♣, 7♥",2021-04-23T07:50:24.581Z,161916422458302
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4097) | #4 ""nik @ fYiRGQheT5"" (1744) | #5 ""Eric @ dei7kEnUlw"" (1856) | #7 ""kz @ 0a6Ik_ZRiT"" (1303) | #8 ""GGGGunit @ BSJhpWucQ9"" (3998) | #10 ""GQ @ Tj43FUuDGB"" (1747)",2021-04-23T07:50:24.581Z,161916422458301
"-- starting hand #161  (No Limit Texas Hold'em) (dealer: ""GQ @ Tj43FUuDGB"") --",2021-04-23T07:50:24.581Z,161916422458300
"-- ending hand #160 --",2021-04-23T07:50:21.667Z,161916422166902
"""GGGGunit @ BSJhpWucQ9"" collected 45 from pot",2021-04-23T07:50:21.667Z,161916422166901
"Uncalled bet of 90 returned to ""GGGGunit @ BSJhpWucQ9""",2021-04-23T07:50:21.667Z,161916422166900
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:50:20.824Z,161916422082500
"""Eric @ dei7kEnUlw"" folds",2021-04-23T07:50:16.668Z,161916421666800
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:50:15.773Z,161916421577400
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:50:12.568Z,161916421256900
"""GGGGunit @ BSJhpWucQ9"" raises to 100",2021-04-23T07:50:10.954Z,161916421095500
"""kz @ 0a6Ik_ZRiT"" calls 10",2021-04-23T07:50:06.497Z,161916420649800
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T07:50:05.425Z,161916420542600
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:50:03.880Z,161916420388100
"""cw @ CE0qz3cL7r"" posts a big blind of 10",2021-04-23T07:50:01.291Z,161916420129209
"""GQ @ Tj43FUuDGB"" posts a small blind of 5",2021-04-23T07:50:01.291Z,161916420129208
"Your hand is 7♥, K♣",2021-04-23T07:50:01.291Z,161916420129202
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4107) | #4 ""nik @ fYiRGQheT5"" (1744) | #5 ""Eric @ dei7kEnUlw"" (1866) | #7 ""kz @ 0a6Ik_ZRiT"" (1313) | #8 ""GGGGunit @ BSJhpWucQ9"" (3963) | #10 ""GQ @ Tj43FUuDGB"" (1752)",2021-04-23T07:50:01.291Z,161916420129201
"-- starting hand #160  (No Limit Texas Hold'em) (dealer: ""GGGGunit @ BSJhpWucQ9"") --",2021-04-23T07:50:01.291Z,161916420129200
"-- ending hand #159 --",2021-04-23T07:49:58.378Z,161916419837902
"""GQ @ Tj43FUuDGB"" collected 320 from pot",2021-04-23T07:49:58.378Z,161916419837901
"Uncalled bet of 150 returned to ""GQ @ Tj43FUuDGB""",2021-04-23T07:49:58.378Z,161916419837900
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T07:49:57.566Z,161916419756900
"""Eric @ dei7kEnUlw"" folds",2021-04-23T07:49:36.077Z,161916417607800
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:49:31.265Z,161916417126600
"""GQ @ Tj43FUuDGB"" bets 150",2021-04-23T07:49:29.832Z,161916416983400
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T07:49:18.974Z,161916415897500
"Flop:  [8♣, 7♥, 9♠]",2021-04-23T07:49:16.458Z,161916415645900
"""Eric @ dei7kEnUlw"" calls 80",2021-04-23T07:49:15.649Z,161916415565000
"""nik @ fYiRGQheT5"" calls 80",2021-04-23T07:49:12.669Z,161916415267000
"""GQ @ Tj43FUuDGB"" calls 80",2021-04-23T07:49:10.922Z,161916415092300
"""GGGGunit @ BSJhpWucQ9"" raises to 80",2021-04-23T07:49:07.461Z,161916414746200
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:49:02.293Z,161916414229400
"""Eric @ dei7kEnUlw"" calls 30",2021-04-23T07:49:01.382Z,161916414138300
"""nik @ fYiRGQheT5"" raises to 30",2021-04-23T07:48:59.665Z,161916413966600
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:48:56.848Z,161916413684900
"""GQ @ Tj43FUuDGB"" posts a big blind of 10",2021-04-23T07:48:53.133Z,161916413313409
"""GGGGunit @ BSJhpWucQ9"" posts a small blind of 5",2021-04-23T07:48:53.133Z,161916413313408
"Your hand is 8♥, 9♦",2021-04-23T07:48:53.133Z,161916413313402
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4107) | #4 ""nik @ fYiRGQheT5"" (1824) | #5 ""Eric @ dei7kEnUlw"" (1946) | #7 ""kz @ 0a6Ik_ZRiT"" (1313) | #8 ""GGGGunit @ BSJhpWucQ9"" (4043) | #10 ""GQ @ Tj43FUuDGB"" (1512)",2021-04-23T07:48:53.133Z,161916413313401
"-- starting hand #159  (No Limit Texas Hold'em) (dealer: ""kz @ 0a6Ik_ZRiT"") --",2021-04-23T07:48:53.133Z,161916413313400
"-- ending hand #158 --",2021-04-23T07:48:50.218Z,161916413022002
"""nik @ fYiRGQheT5"" collected 510 from pot",2021-04-23T07:48:50.218Z,161916413022001
"Uncalled bet of 200 returned to ""nik @ fYiRGQheT5""",2021-04-23T07:48:50.218Z,161916413022000
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:48:49.411Z,161916412941100
"""nik @ fYiRGQheT5"" raises to 300",2021-04-23T07:48:44.646Z,161916412464700
"""kz @ 0a6Ik_ZRiT"" bets 100",2021-04-23T07:48:40.038Z,161916412003900
"River: 6♦, J♥, Q♠, A♥ [3♥]",2021-04-23T07:48:32.746Z,161916411275100
"""Eric @ dei7kEnUlw"" folds",2021-04-23T07:48:31.934Z,161916411193500
"""nik @ fYiRGQheT5"" calls 50",2021-04-23T07:48:31.040Z,161916411104100
"""kz @ 0a6Ik_ZRiT"" bets 50",2021-04-23T07:48:28.223Z,161916410822400
"Turn: 6♦, J♥, Q♠ [A♥]",2021-04-23T07:48:22.218Z,161916410222000
"""Eric @ dei7kEnUlw"" calls 30",2021-04-23T07:48:21.407Z,161916410140800
"""nik @ fYiRGQheT5"" calls 30",2021-04-23T07:48:15.874Z,161916409587500
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T07:48:13.568Z,161916409356900
"""kz @ 0a6Ik_ZRiT"" bets 30",2021-04-23T07:48:00.299Z,161916408030000
"Flop:  [6♦, J♥, Q♠]",2021-04-23T07:47:54.768Z,161916407477000
"""GGGGunit @ BSJhpWucQ9"" calls 30",2021-04-23T07:47:53.958Z,161916407395900
"""kz @ 0a6Ik_ZRiT"" calls 30",2021-04-23T07:47:47.218Z,161916406721900
"""Eric @ dei7kEnUlw"" calls 30",2021-04-23T07:47:43.596Z,161916406359600
"""nik @ fYiRGQheT5"" raises to 30",2021-04-23T07:47:42.014Z,161916406201500
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:47:40.228Z,161916406022900
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:47:37.936Z,161916405795000
"""GGGGunit @ BSJhpWucQ9"" posts a big blind of 10",2021-04-23T07:47:35.944Z,161916405594609
"""kz @ 0a6Ik_ZRiT"" posts a small blind of 5",2021-04-23T07:47:35.944Z,161916405594608
"Your hand is 7♥, J♣",2021-04-23T07:47:35.944Z,161916405594602
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4107) | #4 ""nik @ fYiRGQheT5"" (1524) | #5 ""Eric @ dei7kEnUlw"" (2006) | #7 ""kz @ 0a6Ik_ZRiT"" (1523) | #8 ""GGGGunit @ BSJhpWucQ9"" (4073) | #10 ""GQ @ Tj43FUuDGB"" (1512)",2021-04-23T07:47:35.944Z,161916405594601
"-- starting hand #158  (No Limit Texas Hold'em) (dealer: ""Eric @ dei7kEnUlw"") --",2021-04-23T07:47:35.944Z,161916405594600
"-- ending hand #157 --",2021-04-23T07:47:33.027Z,161916405302802
"""Eric @ dei7kEnUlw"" collected 600 from pot",2021-04-23T07:47:33.027Z,161916405302801
"Uncalled bet of 180 returned to ""Eric @ dei7kEnUlw""",2021-04-23T07:47:33.027Z,161916405302800
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:47:32.215Z,161916405221600
"""Eric @ dei7kEnUlw"" raises to 300",2021-04-23T07:46:59.595Z,161916401959600
"""GQ @ Tj43FUuDGB"" bets 120",2021-04-23T07:46:50.575Z,161916401057600
"""Eric @ dei7kEnUlw"" checks",2021-04-23T07:46:44.805Z,161916400480700
"Turn: 7♦, 10♥, 3♦ [2♦]",2021-04-23T07:46:41.287Z,161916400128800
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T07:46:40.479Z,161916400048000
"""Eric @ dei7kEnUlw"" checks",2021-04-23T07:46:39.353Z,161916399935400
"Flop:  [7♦, 10♥, 3♦]",2021-04-23T07:46:30.057Z,161916399005800
"""GQ @ Tj43FUuDGB"" calls 150",2021-04-23T07:46:29.245Z,161916398924700
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T07:46:26.392Z,161916398639300
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:46:15.704Z,161916397570500
"""Eric @ dei7kEnUlw"" raises to 150",2021-04-23T07:46:14.033Z,161916397403400
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:46:03.918Z,161916396391900
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:46:00.962Z,161916396096300
"""GQ @ Tj43FUuDGB"" calls 50",2021-04-23T07:45:58.726Z,161916395872800
"""GGGGunit @ BSJhpWucQ9"" raises to 50",2021-04-23T07:45:56.153Z,161916395615400
"""kz @ 0a6Ik_ZRiT"" posts a big blind of 10",2021-04-23T07:45:48.901Z,161916394890309
"""Eric @ dei7kEnUlw"" posts a small blind of 5",2021-04-23T07:45:48.901Z,161916394890308
"Your hand is 3♣, 6♦",2021-04-23T07:45:48.901Z,161916394890302
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4107) | #4 ""nik @ fYiRGQheT5"" (1524) | #5 ""Eric @ dei7kEnUlw"" (1676) | #7 ""kz @ 0a6Ik_ZRiT"" (1533) | #8 ""GGGGunit @ BSJhpWucQ9"" (4123) | #10 ""GQ @ Tj43FUuDGB"" (1782)",2021-04-23T07:45:48.901Z,161916394890301
"-- starting hand #157  (No Limit Texas Hold'em) (dealer: ""nik @ fYiRGQheT5"") --",2021-04-23T07:45:48.901Z,161916394890300
"-- ending hand #156 --",2021-04-23T07:45:45.992Z,161916394599302
"""nik @ fYiRGQheT5"" collected 135 from pot",2021-04-23T07:45:45.992Z,161916394599301
"Uncalled bet of 205 returned to ""nik @ fYiRGQheT5""",2021-04-23T07:45:45.992Z,161916394599300
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:45:45.185Z,161916394518600
"""Eric @ dei7kEnUlw"" folds",2021-04-23T07:45:44.268Z,161916394426900
"""nik @ fYiRGQheT5"" raises to 250",2021-04-23T07:45:26.971Z,161916392697200
"""cw @ CE0qz3cL7r"" calls 45",2021-04-23T07:45:21.996Z,161916392199700
"""Eric @ dei7kEnUlw"" raises to 45",2021-04-23T07:45:17.488Z,161916391748900
"""nik @ fYiRGQheT5"" calls 10",2021-04-23T07:45:13.649Z,161916391365000
"""cw @ CE0qz3cL7r"" calls 10",2021-04-23T07:45:11.146Z,161916391114600
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:45:10.236Z,161916391023800
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T07:45:09.346Z,161916390934700
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:45:00.156Z,161916390015700
"""Eric @ dei7kEnUlw"" posts a big blind of 10",2021-04-23T07:44:58.523Z,161916389852409
"""nik @ fYiRGQheT5"" posts a small blind of 5",2021-04-23T07:44:58.523Z,161916389852408
"Your hand is K♠, J♦",2021-04-23T07:44:58.523Z,161916389852402
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4152) | #4 ""nik @ fYiRGQheT5"" (1434) | #5 ""Eric @ dei7kEnUlw"" (1721) | #7 ""kz @ 0a6Ik_ZRiT"" (1533) | #8 ""GGGGunit @ BSJhpWucQ9"" (4123) | #10 ""GQ @ Tj43FUuDGB"" (1782)",2021-04-23T07:44:58.523Z,161916389852401
"-- starting hand #156  (No Limit Texas Hold'em) (dealer: ""cw @ CE0qz3cL7r"") --",2021-04-23T07:44:58.523Z,161916389852400
"-- ending hand #155 --",2021-04-23T07:44:55.614Z,161916389561502
"""kz @ 0a6Ik_ZRiT"" collected 350 from pot",2021-04-23T07:44:55.614Z,161916389561501
"Uncalled bet of 100 returned to ""kz @ 0a6Ik_ZRiT""",2021-04-23T07:44:55.614Z,161916389561500
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:44:54.807Z,161916389480800
"""kz @ 0a6Ik_ZRiT"" bets 100",2021-04-23T07:44:49.589Z,161916388959000
"River: 10♠, A♠, 9♠, 6♦ [7♦]",2021-04-23T07:44:44.510Z,161916388451400
"""kz @ 0a6Ik_ZRiT"" calls 125",2021-04-23T07:44:43.699Z,161916388370000
"""GQ @ Tj43FUuDGB"" raises to 125",2021-04-23T07:44:32.125Z,161916387212600
"""kz @ 0a6Ik_ZRiT"" bets 25",2021-04-23T07:44:17.154Z,161916385715500
"Turn: 10♠, A♠, 9♠ [6♦]",2021-04-23T07:44:14.182Z,161916385418400
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:44:13.372Z,161916385337400
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:44:12.447Z,161916385244800
"""GQ @ Tj43FUuDGB"" calls 25",2021-04-23T07:44:02.237Z,161916384223800
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T07:43:54.902Z,161916383490300
"""kz @ 0a6Ik_ZRiT"" bets 25",2021-04-23T07:43:52.075Z,161916383207600
"""nik @ fYiRGQheT5"" checks",2021-04-23T07:43:47.886Z,161916382788700
"""cw @ CE0qz3cL7r"" checks",2021-04-23T07:43:46.781Z,161916382678200
"Flop:  [10♠, A♠, 9♠]",2021-04-23T07:43:38.317Z,161916381831800
"""nik @ fYiRGQheT5"" checks",2021-04-23T07:43:37.508Z,161916381750900
"""cw @ CE0qz3cL7r"" calls 10",2021-04-23T07:43:36.163Z,161916381616300
"""GQ @ Tj43FUuDGB"" calls 10",2021-04-23T07:43:32.844Z,161916381284500
"""GGGGunit @ BSJhpWucQ9"" calls 10",2021-04-23T07:43:28.494Z,161916380849500
"""kz @ 0a6Ik_ZRiT"" calls 10",2021-04-23T07:43:23.121Z,161916380312200
"""Eric @ dei7kEnUlw"" folds",2021-04-23T07:43:21.825Z,161916380182600
"""nik @ fYiRGQheT5"" posts a big blind of 10",2021-04-23T07:43:19.586Z,161916379958709
"""cw @ CE0qz3cL7r"" posts a small blind of 5",2021-04-23T07:43:19.586Z,161916379958708
"Your hand is K♣, J♦",2021-04-23T07:43:19.586Z,161916379958702
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4162) | #4 ""nik @ fYiRGQheT5"" (1444) | #5 ""Eric @ dei7kEnUlw"" (1721) | #7 ""kz @ 0a6Ik_ZRiT"" (1343) | #8 ""GGGGunit @ BSJhpWucQ9"" (4133) | #10 ""GQ @ Tj43FUuDGB"" (1942)",2021-04-23T07:43:19.586Z,161916379958701
"-- starting hand #155  (No Limit Texas Hold'em) (dealer: ""GQ @ Tj43FUuDGB"") --",2021-04-23T07:43:19.586Z,161916379958700
"""GGGGunit @ BSJhpWucQ9"" shows a K♠, K♥.",2021-04-23T07:43:16.767Z,161916379676800
"-- ending hand #154 --",2021-04-23T07:43:15.974Z,161916379597602
"""GGGGunit @ BSJhpWucQ9"" collected 222 from pot",2021-04-23T07:43:15.974Z,161916379597601
"Uncalled bet of 351 returned to ""GGGGunit @ BSJhpWucQ9""",2021-04-23T07:43:15.974Z,161916379597500
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:43:15.127Z,161916379512800
"""Eric @ dei7kEnUlw"" folds",2021-04-23T07:43:14.216Z,161916379421600
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:43:13.137Z,161916379313800
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:43:10.219Z,161916379022000
"""GGGGunit @ BSJhpWucQ9"" raises to 420",2021-04-23T07:43:03.146Z,161916378314700
"""kz @ 0a6Ik_ZRiT"" calls 69",2021-04-23T07:42:59.289Z,161916377929000
"""Eric @ dei7kEnUlw"" raises to 69",2021-04-23T07:42:52.150Z,161916377215100
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:42:49.044Z,161916376904500
"""cw @ CE0qz3cL7r"" posts a big blind of 10",2021-04-23T07:42:47.963Z,161916376796409
"""GQ @ Tj43FUuDGB"" posts a small blind of 5",2021-04-23T07:42:47.963Z,161916376796408
"Your hand is K♣, 6♦",2021-04-23T07:42:47.963Z,161916376796402
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4172) | #4 ""nik @ fYiRGQheT5"" (1444) | #5 ""Eric @ dei7kEnUlw"" (1790) | #7 ""kz @ 0a6Ik_ZRiT"" (1412) | #8 ""GGGGunit @ BSJhpWucQ9"" (3980) | #10 ""GQ @ Tj43FUuDGB"" (1947)",2021-04-23T07:42:47.963Z,161916376796401
"-- starting hand #154  (No Limit Texas Hold'em) (dealer: ""GGGGunit @ BSJhpWucQ9"") --",2021-04-23T07:42:47.963Z,161916376796400
"-- ending hand #153 --",2021-04-23T07:42:45.036Z,161916376503702
"""Eric @ dei7kEnUlw"" collected 25 from pot",2021-04-23T07:42:45.036Z,161916376503701
"Uncalled bet of 30 returned to ""Eric @ dei7kEnUlw""",2021-04-23T07:42:45.036Z,161916376503700
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:42:44.228Z,161916376422900
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T07:42:38.780Z,161916375878000
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:42:37.569Z,161916375757000
"""Eric @ dei7kEnUlw"" raises to 40",2021-04-23T07:42:33.073Z,161916375307500
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:42:26.681Z,161916374668200
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:42:22.690Z,161916374269100
"""GQ @ Tj43FUuDGB"" posts a big blind of 10",2021-04-23T07:42:17.917Z,161916373791809
"""GGGGunit @ BSJhpWucQ9"" posts a small blind of 5",2021-04-23T07:42:17.917Z,161916373791808
"Your hand is 3♥, Q♣",2021-04-23T07:42:17.917Z,161916373791802
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4172) | #4 ""nik @ fYiRGQheT5"" (1444) | #5 ""Eric @ dei7kEnUlw"" (1775) | #7 ""kz @ 0a6Ik_ZRiT"" (1412) | #8 ""GGGGunit @ BSJhpWucQ9"" (3985) | #10 ""GQ @ Tj43FUuDGB"" (1957)",2021-04-23T07:42:17.917Z,161916373791801
"-- starting hand #153  (No Limit Texas Hold'em) (dealer: ""kz @ 0a6Ik_ZRiT"") --",2021-04-23T07:42:17.917Z,161916373791800
"""cw @ CE0qz3cL7r"" shows a 7♣, 2♦.",2021-04-23T07:42:16.054Z,161916373605500
"-- ending hand #152 --",2021-04-23T07:42:14.284Z,161916373428502
"""GGGGunit @ BSJhpWucQ9"" collected 495 from pot",2021-04-23T07:42:14.284Z,161916373428501
"Uncalled bet of 247 returned to ""GGGGunit @ BSJhpWucQ9""",2021-04-23T07:42:14.284Z,161916373428500
"""Eric @ dei7kEnUlw"" folds",2021-04-23T07:42:13.474Z,161916373347500
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:42:12.583Z,161916373258400
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:42:11.662Z,161916373166300
"""GGGGunit @ BSJhpWucQ9"" bets 247",2021-04-23T07:42:08.827Z,161916372882800
"Flop:  [6♠, K♠, 9♥]",2021-04-23T07:41:58.847Z,161916371884900
"""Eric @ dei7kEnUlw"" calls 120",2021-04-23T07:41:58.038Z,161916371803900
"""nik @ fYiRGQheT5"" calls 120",2021-04-23T07:41:54.086Z,161916371408800
"""cw @ CE0qz3cL7r"" calls 120",2021-04-23T07:41:53.023Z,161916371302400
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:41:49.915Z,161916370991600
"""GGGGunit @ BSJhpWucQ9"" raises to 120",2021-04-23T07:41:47.421Z,161916370742100
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:41:38.038Z,161916369803900
"""Eric @ dei7kEnUlw"" calls 60",2021-04-23T07:41:36.962Z,161916369696400
"""nik @ fYiRGQheT5"" raises to 60",2021-04-23T07:41:32.747Z,161916369274800
"""cw @ CE0qz3cL7r"" calls 10",2021-04-23T07:41:28.654Z,161916368865400
"""GQ @ Tj43FUuDGB"" calls 10",2021-04-23T07:41:27.323Z,161916368732400
"""GGGGunit @ BSJhpWucQ9"" posts a big blind of 10",2021-04-23T07:41:23.783Z,161916368378409
"""kz @ 0a6Ik_ZRiT"" posts a small blind of 5",2021-04-23T07:41:23.783Z,161916368378408
"Your hand is 7♣, 2♦",2021-04-23T07:41:23.783Z,161916368378402
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4292) | #4 ""nik @ fYiRGQheT5"" (1564) | #5 ""Eric @ dei7kEnUlw"" (1895) | #7 ""kz @ 0a6Ik_ZRiT"" (1417) | #8 ""GGGGunit @ BSJhpWucQ9"" (3610) | #10 ""GQ @ Tj43FUuDGB"" (1967)",2021-04-23T07:41:23.783Z,161916368378401
"-- starting hand #152  (No Limit Texas Hold'em) (dealer: ""Eric @ dei7kEnUlw"") --",2021-04-23T07:41:23.783Z,161916368378400
"-- ending hand #151 --",2021-04-23T07:41:20.871Z,161916368087202
"""kz @ 0a6Ik_ZRiT"" collected 240 from pot",2021-04-23T07:41:20.871Z,161916368087201
"Uncalled bet of 49 returned to ""kz @ 0a6Ik_ZRiT""",2021-04-23T07:41:20.871Z,161916368087200
"""Eric @ dei7kEnUlw"" folds",2021-04-23T07:41:20.062Z,161916368006300
"""kz @ 0a6Ik_ZRiT"" bets 49",2021-04-23T07:41:19.167Z,161916367916800
"""Eric @ dei7kEnUlw"" checks",2021-04-23T07:41:15.105Z,161916367510600
"Turn: 6♥, 6♠, K♥ [2♦]",2021-04-23T07:41:12.972Z,161916367297400
"""Eric @ dei7kEnUlw"" calls 40",2021-04-23T07:41:12.167Z,161916367216700
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:41:09.969Z,161916366997000
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:41:09.007Z,161916366900800
"""kz @ 0a6Ik_ZRiT"" bets 40",2021-04-23T07:40:53.754Z,161916365375500
"""Eric @ dei7kEnUlw"" checks",2021-04-23T07:40:49.942Z,161916364994300
"Flop:  [6♥, 6♠, K♥]",2021-04-23T07:40:46.927Z,161916364692900
"""cw @ CE0qz3cL7r"" calls 40",2021-04-23T07:40:46.119Z,161916364612000
"""kz @ 0a6Ik_ZRiT"" calls 40",2021-04-23T07:40:29.675Z,161916362967600
"""Eric @ dei7kEnUlw"" calls 40",2021-04-23T07:40:28.554Z,161916362855600
"""nik @ fYiRGQheT5"" raises to 40",2021-04-23T07:40:26.819Z,161916362682100
"""cw @ CE0qz3cL7r"" calls 10",2021-04-23T07:40:23.695Z,161916362369600
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:40:14.753Z,161916361475500
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T07:40:12.813Z,161916361281400
"""kz @ 0a6Ik_ZRiT"" posts a big blind of 10",2021-04-23T07:40:10.026Z,161916361004511
"""Eric @ dei7kEnUlw"" posts a small blind of 5",2021-04-23T07:40:10.026Z,161916361004510
"Your hand is 10♠, Q♥",2021-04-23T07:40:10.026Z,161916361004504
"Player stacks: #3 ""cw @ CE0qz3cL7r"" (4332) | #4 ""nik @ fYiRGQheT5"" (1604) | #5 ""Eric @ dei7kEnUlw"" (1975) | #7 ""kz @ 0a6Ik_ZRiT"" (1257) | #8 ""GGGGunit @ BSJhpWucQ9"" (3610) | #10 ""GQ @ Tj43FUuDGB"" (1967)",2021-04-23T07:40:10.026Z,161916361004503
"-- starting hand #151  (No Limit Texas Hold'em) (dealer: ""nik @ fYiRGQheT5"") --",2021-04-23T07:40:10.026Z,161916361004502
"The player ""TMILZ$ @ NfALsuXjZ9"" quits the game with a stack of 2407.",2021-04-23T07:40:10.026Z,161916361004501
"The player ""TMILZ$ @ NfALsuXjZ9"" stand up with the stack of 2407.",2021-04-23T07:40:10.026Z,161916361004500
"-- ending hand #150 --",2021-04-23T07:40:07.101Z,161916360710202
"""cw @ CE0qz3cL7r"" collected 40 from pot",2021-04-23T07:40:07.101Z,161916360710201
"Uncalled bet of 40 returned to ""cw @ CE0qz3cL7r""",2021-04-23T07:40:07.101Z,161916360710200
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:40:06.290Z,161916360629100
"""Eric @ dei7kEnUlw"" folds",2021-04-23T07:40:00.981Z,161916360098200
"""cw @ CE0qz3cL7r"" bets 40",2021-04-23T07:39:57.132Z,161916359713300
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T07:39:51.721Z,161916359172200
"""Eric @ dei7kEnUlw"" checks",2021-04-23T07:39:49.156Z,161916358915700
"Flop:  [4♦, 10♥, 7♥]",2021-04-23T07:39:45.646Z,161916358564700
"""Eric @ dei7kEnUlw"" checks",2021-04-23T07:39:44.837Z,161916358483800
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:39:41.006Z,161916358100700
"""cw @ CE0qz3cL7r"" calls 10",2021-04-23T07:39:35.900Z,161916357590100
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T07:39:34.977Z,161916357497901
"The admin ""GQ @ Tj43FUuDGB"" enqueued the removal of the player ""TMILZ$ @ NfALsuXjZ9"".",2021-04-23T07:39:34.977Z,161916357497900
"""GQ @ Tj43FUuDGB"" calls 10",2021-04-23T07:39:23.976Z,161916356397700
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T07:39:17.412Z,161916355741300
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:39:15.415Z,161916355541600
"""TMILZ$ @ NfALsuXjZ9"" posts a missing small blind of 5",2021-04-23T07:39:13.141Z,161916355314412
"""Eric @ dei7kEnUlw"" posts a big blind of 10",2021-04-23T07:39:13.141Z,161916355314411
"""nik @ fYiRGQheT5"" posts a small blind of 5",2021-04-23T07:39:13.141Z,161916355314410
"Your hand is A♥, 10♣",2021-04-23T07:39:13.141Z,161916355314404
"Player stacks: #2 ""TMILZ$ @ NfALsuXjZ9"" (2412) | #3 ""cw @ CE0qz3cL7r"" (4302) | #4 ""nik @ fYiRGQheT5"" (1609) | #5 ""Eric @ dei7kEnUlw"" (1985) | #7 ""kz @ 0a6Ik_ZRiT"" (1257) | #8 ""GGGGunit @ BSJhpWucQ9"" (3610) | #10 ""GQ @ Tj43FUuDGB"" (1977)",2021-04-23T07:39:13.141Z,161916355314402
"-- starting hand #150  (No Limit Texas Hold'em) (dealer: ""cw @ CE0qz3cL7r"") --",2021-04-23T07:39:13.141Z,161916355314401
"The player ""TMILZ$ @ NfALsuXjZ9"" joined the game with a stack of 2412.",2021-04-23T07:39:13.141Z,161916355314400
"-- ending hand #149 --",2021-04-23T07:39:04.105Z,161916354410603
"""nik @ fYiRGQheT5"" shows a J♠, Q♠.",2021-04-23T07:39:04.105Z,161916354410602
